START,FrameNb:5000,,,
32,207.6,-11.2,-2.5,10
33,1024,-11.2,6.5,9
34,10.8,-10.8,-11.25,14
35,13.4,-11.2,-6,13
36,15.4,1,15.25,14
37,17.4,-11.2,-5.5,9
38,17,1,18.75,9
39,18,1,16.75,12
40,30,-11.2,-4,15
41,39.4,0.6,2.25,15
42,39.8,-10.4,24,0
43,45,-10.4,24,5
44,47.8,0.8,-9.25,9
45,57.2,-11.2,0,14
46,65,9.2,-11.75,10
47,65.6,4.2,-2.5,12
48,66.4,4,-4,13
49,70.4,1.8,2.25,14
50,72,0.6,-4.75,14
51,73.6,0.6,-6,11
52,74.8,-11.2,1,14
END,Total:53,,,
START,FrameNb:5015,,,
2020/08/09 14:15:33:680,,,,
1.60E+12,,,,
0,12.8,-11,-10,18
1,12.8,-11,-1.5,16
2,15.2,1,13.75,21
3,18.8,1,11.5,19
4,18.8,1,15.75,16
5,29,-11.2,-5.75,19
6,29,-11.2,1.25,18
7,39.2,0.6,0.25,19
8,45.2,6.2,-19,8
9,45.2,6.2,-9.75,7
10,47.8,0.8,-10.75,17
11,47.8,0.8,-5,15
12,57.2,-11.2,-2.75,21
13,57.2,-11.2,5,20
14,64.8,9.2,-12,10
15,65,-11,-5.25,6
16,66.6,4,10.5,15
17,70,-11,10,9
18,70.8,1.6,3.5,16
19,72.4,4,-4,0
20,72.6,-11,8.75,11
21,73.4,0.6,-4.25,15
22,79.4,-11.2,7.5,9
23,81.2,-11,7.5,9
24,89.8,-11.2,3,11
25,91.4,-11.2,11,9
26,99.2,-11.2,0,13
27,106,-11.2,0.75,12
28,111,1,-0.25,15
29,111,-11,11.5,4
30,138.4,-11.2,0,8
31,148.6,1.8,5.25,17
32,163.2,-11.2,5.25,12
33,180.2,-11.2,6.5,7
34,207.6,-11.2,-2.5,10
35,1024,-11.2,-6,13
36,12,-11.2,-6.5,13
37,13.4,-11,-6.5,12
38,15.4,1,15.5,15
39,16.6,-8.4,43.5,11
40,16.6,1,18,11
41,18,1,16.75,15
42,18.8,1,15.25,9
43,20,-9.4,35.5,11
44,29.2,-11.2,-4,15
45,39.4,-10.4,24,13
46,39.4,0.6,2.25,14
47,40.4,0.6,1.75,14
48,44.4,-10.4,25.25,12
49,44.8,6.2,-14.25,9
50,47.8,0.8,-10,9
51,57.2,-11.2,0,14
52,57.6,-10.4,22.25,11
53,65.6,9.2,-12,13
54,66.2,4.2,-2.25,15
55,66.8,4,-4.75,14
56,70.4,1.8,1.75,14
57,72.4,-11.2,8.25,12
58,72.2,0.6,-5,14
59,74.2,-11.2,0.25,13
END,Total:60,,,
START,FrameNb:5016,,,
2020/08/09 14:15:33:740,,,,
1.60E+12,,,,
0,12.8,-11,-10,18
1,12.8,-11,-1.5,16
2,15.2,1,13.75,21
3,18.8,1,15.75,16
4,18.8,1,11.5,19
5,23,-11.2,-4.25,15
6,23,-11.2,1,13
7,25.6,-11.2,-6.25,18
8,25.6,-11.2,0.25,17
9,34.2,-11,-6,17
10,34.2,-11,2.5,15
11,39.2,0.6,0.25,19
12,45.2,6.2,-19,8
13,45.2,6.2,-9.75,7
14,47.8,0.8,-10.75,17
15,47.8,0.8,-5,15
16,57.2,-11.2,-2.75,21
17,57.2,-11.2,5,20
18,62.4,-11,2.5,15
19,65,-11.2,7,13
20,66.6,4.2,-3,13
21,66.4,9.2,-12,13
22,70.8,1.6,-5.75,7
23,71,-11,9.75,12
24,71.6,4.2,-1.25,3
25,72.6,0.6,-5.25,16
26,73.4,-11.2,1.75,11
27,80.4,-11.2,3.5,11
28,82.8,-11,8.75,14
29,89.8,-11.2,4.75,16
30,92.2,-11.2,7,12
31,105,-11.2,0.75,12
32,111,1,4.75,10
33,122.2,-11.2,1.75,8
34,137.6,-11.2,2.5,9
35,147.8,-11.2,6.5,4
36,148.6,1.8,5.25,18
37,162.4,-11.2,6,14
38,179.4,-11.2,5.75,12
39,206.8,-11.2,-3,10
40,1024,1,18,11
41,11.6,-11,-7,14
42,12.6,-11,-7.75,15
43,15.6,1,15.75,14
44,16.2,-8.4,45,0
45,16.6,1,16.25,13
46,18.6,1,16,14
47,25,-11,-4.75,12
48,28.6,-11.2,-3.75,15
49,33.2,-11.2,-2.25,13
50,35.8,-11,-4,12
51,39.4,-9.8,30.5,14
52,39.6,0.6,3.5,13
53,40.4,0.6,1,14
54,43.8,-10.4,26.25,12
55,45.4,6.2,-14.25,10
56,47.8,0.8,-9.25,13
57,49.8,-11.2,-1.5,13
58,56.8,-11.2,0.5,14
59,66.4,4.2,-2,10
60,66.2,9.2,-12.5,12
61,67,4,-4.75,11
62,70.6,1.8,1.75,14
63,71.6,-11,9.75,10
64,72,0.6,-4.75,14
65,72.6,4.2,-2.75,7
66,73.6,-11.2,0,9
END,Total:67,,,
START,FrameNb:5017,,,
2020/08/09 14:15:33:795,,,,
1.60E+12,,,,
0,15.4,-11,-6.5,2
1,18.8,1,10.5,19
2,28.2,-11.2,-6.75,18
3,28.2,-11.2,0.25,17
4,32.4,-11.2,-5.5,19
5,32.4,-11.2,2.25,18
6,40,0.8,8,15
7,40,0.8,0.5,15
8,48.8,-11.2,-3.75,18
9,48.8,-11.2,3.75,17
10,56.4,-11.2,-2,20
11,62.4,-11.2,2.5,15
12,66.6,4.2,-3,13
13,66.4,9.2,-12,13
14,70.8,1.6,-5.75,7
15,71,-11,9.75,12
16,71.6,4.2,-1.25,3
17,72.6,0.6,-5.25,16
18,73.4,-11.2,1.75,11
19,80.4,-11,3.5,11
20,82.8,-11,8.75,14
21,89.8,-11.2,4.75,16
22,92.2,-11.2,7,12
23,105,-11.2,0.75,12
24,111,1,4.75,10
25,122.2,-11.2,1.75,8
26,129,-11.2,4.25,10
27,137.6,-11.2,2.5,9
28,147.8,-11.2,6.5,4
29,148.6,1.8,5.25,18
30,162.4,-11.2,6,14
31,179.4,-11.2,5.75,12
32,186.2,-10.6,-14,7
33,206.8,-11,-3,10
34,1024,-11.2,2.5,9
35,11.6,-11,-7.75,14
36,15.6,1,16,15
37,14.2,-11,-8,0
38,16.8,1,16.25,15
39,15.8,-11.2,-5,4
40,18.8,1,15,15
41,26,-11,-4.25,14
42,32.4,-11.2,-3,13
43,35,-11,-3.25,13
44,39.6,0.6,4.5,15
45,45.8,6.2,-14.75,12
46,47.8,0.8,-8,14
47,49.2,-11.2,-1.75,12
48,56,-11.2,-0.5,12
49,66.6,4.2,-3.25,13
50,66.6,9.2,-12.25,7
51,67.2,4,-4.5,12
52,70.6,1.6,1.75,14
53,71.6,-11,9.75,12
54,72.2,0.6,-4.5,6
55,72.4,4.2,-1.5,14
56,72.8,-11.2,1.25,4
57,73.6,0.6,-4.5,14
END,Total:58,,,
START,FrameNb:5018,,,
2020/08/09 14:15:33:857,,,,
1.60E+12,,,,
0,15.2,1,13.75,20
1,15.4,-11,-6.5,2
2,18.8,1,10.5,19
3,28.2,-11.2,-6.75,18
4,28.2,-11.2,0.25,17
5,32.4,-11.2,-5.5,19
6,32.4,-11.2,2.25,18
7,40,0.8,8,15
8,40,0.8,0.5,15
9,46,6.2,-17,7
10,46.2,-11.2,-4,16
11,56.4,-11.2,-2,20
12,63.2,-11.2,-4,12
13,67.4,4,16.25,12
14,67.4,9.2,-11,9
15,69.2,-11,11,13
16,70.8,1.6,1.25,16
17,71,-11,9.25,11
18,72.4,4.2,-1.75,15
19,73.4,0.6,-5.25,16
20,75.2,-11,10,8
21,79.4,-11,9.75,14
22,82.8,0.6,-4.75,9
23,88.8,-11.2,34,6
24,90.6,-11.2,7,12
25,96.6,-11.2,0.25,10
26,103.4,-11.2,0.75,11
27,110,1,-0.25,9
28,112,-11.2,1.25,11
29,120.4,-11.2,0.25,9
30,135.8,-11.2,3.5,10
31,147,-11.2,5.25,10
32,148.6,2,5.25,17
33,165.8,-11.2,4.75,8
34,184.6,-10.6,-14,8
35,205,-11,-5.25,9
36,1024,1,16,15
37,9.2,1,-71.5,12
38,11.8,-11,-7.75,14
39,14.6,-11,-7.5,13
40,15.6,-11.2,-5,13
41,15.6,1,16,14
42,16.8,1,16,14
43,18.2,1,14.25,9
44,27.2,-11.2,-3.75,14
45,31.8,-11.2,-3,14
46,33.8,-11,-2.75,12
47,39.6,0.8,3.75,15
48,46,6.4,-14.25,12
49,47.8,0.8,-8.25,14
50,47.2,-11,-2.25,7
51,54.4,-11.2,-1.5,13
52,55.6,-11.2,-0.25,14
53,67,4.2,-3,12
54,67.2,9.2,-12,12
55,67.8,4.2,-5,11
56,70.8,1.6,1.25,14
57,71,-11.2,8.25,0
58,72.2,-11.2,1.5,13
59,72.4,0.6,-4.75,14
60,72.6,4.2,-1.5,14
61,73.6,0.6,-4.75,15
END,Total:62,,,
START,FrameNb:5019,,,
2020/08/09 14:15:33:912,,,,
1.60E+12,,,,
0,9.4,-10.8,-12.25,20
1,13.6,-11,-7.75,18
2,13.6,-11,-2,16
3,18.8,1,10.5,18
4,18.8,1,15,17
5,26.4,-11,-5.5,20
6,33.4,-11,-4.25,20
7,47.8,0.8,-10.5,15
8,63.2,-11.2,-4,12
9,65.8,-11,8.75,13
10,67.4,4,16.25,12
11,67.4,9.2,-11,9
12,69.2,-11,11,13
13,70.8,1.6,1.25,16
14,72.4,4.2,-1.75,15
15,73.4,0.6,-5.25,16
16,75.2,-11,10,8
17,79.4,-11,9.75,14
18,81.2,-11,9.25,11
19,82.8,0.6,-4.75,9
20,88.8,-11,34,6
21,90.6,-11.2,7,12
22,96.6,-11.2,0.25,10
23,103.4,-11.2,0.75,11
24,110,1,-0.25,9
25,112.6,1,0.75,14
26,120.4,-11.2,0.25,9
27,135.8,-11.2,3.5,10
28,147,-11.2,5.25,10
29,148.6,2,5.25,17
30,184.6,-10.6,-14,8
31,202.4,-11.2,6,9
32,205,-11,-5.25,9
33,1024,-11.2,4.75,8
34,9.2,1.2,-71,11
35,12,-11,-7.5,13
36,13.4,-11,-7,13
37,15.6,1,16,14
38,15.6,-8.2,46,3
39,16.8,1,16.25,14
40,17.6,1,15.75,13
41,18.8,1,14.75,15
42,26.6,-11.2,-3.75,12
43,31.2,-11.2,-2.75,13
44,33.2,-11,-2.75,13
45,39.6,0.8,3.5,14
46,40.6,0.8,1.5,13
47,46.4,6.4,-14.5,13
48,47.8,-11.2,-2,13
49,48,1,-9,10
50,53.6,-11.2,-1,15
51,67.6,4.2,-3,10
52,67.8,9.2,-12,12
53,70.2,-11.2,8.25,12
54,69,4.2,-3.25,10
55,70.8,1.6,1,14
56,71.6,-11.2,0.25,14
57,72,4.2,-1.75,4
58,72.2,0.6,-4.75,14
59,74,0.6,-4.75,10
END,Total:60,,,
START,FrameNb:5020,,,
2020/08/09 14:15:33:973,,,,
1.60E+12,,,,
0,9.4,-11,-12.25,20
1,13.6,-11,-7.75,18
2,13.6,-11,-2,16
3,16.2,1,12.75,20
4,33.4,-11,-4.25,20
5,47.8,0.8,-10.5,15
6,64,-11,7.75,13
7,67.4,4.2,-3,16
8,68.2,9.2,-11.5,8
9,69.2,-11,8.75,16
10,70.8,1.6,1.75,15
11,73.4,0.8,-4,13
12,73.4,1.6,3.75,10
13,73.4,4.2,-2.5,12
14,73.4,-11,9.75,3
15,76.8,-11,2.5,13
16,78.4,0.6,-4.25,10
17,78.6,-11,11.75,10
18,81,0.6,-3.5,8
19,85.4,-11,6.5,10
20,87.2,-11.2,7.75,12
21,89.8,-11.2,7.5,13
22,111,1,1.25,16
23,135,-11.2,2,10
24,146,-11.2,6.5,9
25,149.4,2,4.75,6
26,159.8,-11.2,7.5,11
27,183.6,-10.6,-14,13
28,204.2,-11.2,-3,11
29,1024,2,5.25,17
30,12.2,-11,-7.5,12
31,13,-11,-7,14
32,15.8,1,16,14
33,16.8,1,16.5,14
34,17.6,1,17.5,13
35,19,1,14.5,14
36,19.2,-9.2,37,10
37,26.8,-10,28,14
38,31.8,-11,-3.5,14
39,39.6,0.8,3.75,15
40,41.6,-10,28,12
41,41.2,0.8,2.75,10
42,46.8,6.4,-14.25,9
43,47.2,-11.2,-2,13
44,48.2,1,-9.5,10
45,68,4.2,-2.5,13
46,68.2,9.2,-11.75,8
47,69,-11,8.75,7
48,69.6,4.2,-3,9
49,70.8,4.2,-1.75,9
50,71,-11.2,0,13
51,71,1.6,1,13
52,72.2,0.6,-4.5,14
53,73.2,4.2,-2,10
54,73.8,4.2,-3.75,12
END,Total:55,,,
START,FrameNb:5021,,,
2020/08/09 14:15:34:026,,,,
1.60E+12,,,,
0,9.4,-11,-11.75,20
1,9.4,-11,-4,18
2,12.8,-11,-9,20
3,12.8,-11,-3,17
4,30.8,-11,-4.25,18
5,32.4,-11,-4.5,19
6,40,0.8,1.25,19
7,40,0.8,8,18
8,46.2,-11,-3.5,19
9,46.2,-11,39.25,16
10,47.8,0.8,-10.5,18
11,47.8,0.8,-5,16
12,60.6,-11,11,11
13,67.4,4.2,-3,16
14,68.2,9.2,-11.5,8
15,69.2,-11,8.75,16
16,70.8,1.6,1.75,15
17,73.4,0.8,-4,13
18,73.4,1.6,3.75,10
19,73.4,4.2,-2.5,12
20,76.8,-11,2.5,13
21,78.4,0.8,-4.25,10
22,81,0.8,-3.5,8
23,83.6,0.8,-4.25,11
24,85.4,-11,6.5,10
25,87.2,-11,7.75,12
26,111,1,1.25,16
27,126.4,-11,7,9
28,135,-11.2,2,10
29,140.2,-11,5.75,11
30,146,-11.2,6.5,9
31,149.4,2,4.75,6
32,167.4,-11.2,6,8
33,183.6,-10.6,-14,13
34,204.2,-11,-3,11
35,1024,1,14.5,14
36,11.6,-11,-8.75,14
37,13,-11,-8,15
38,16,1,15.25,15
39,16.8,1,16.25,14
40,17.6,1,16.75,14
41,19,1,15,15
42,32,-11,-2.5,13
43,35.6,-10.2,27.25,13
44,39.8,1,3.75,15
45,40.8,-10,28,7
46,41.8,1,3.5,12
47,46.4,-11.2,-1.75,13
48,47.2,6.4,-14.25,10
49,48.2,0.8,-8.75,14
50,68,4.2,-2,13
51,68.6,-11,9,11
52,69,4.2,-4.25,11
53,70.4,-11.2,1.25,14
54,71,1.6,0.75,14
55,73,0.6,-4.75,15
56,73.8,4.2,-2.5,13
END,Total:57,,,
START,FrameNb:5022,,,
2020/08/09 14:15:34:086,,,,
1.60E+12,,,,
0,9.4,-10.8,-11.75,20
1,9.4,-10.8,-4,18
2,12.8,-11,-9,20
3,12.8,-11,-3,17
4,16.2,1,12.75,20
5,22.2,-11,-6.5,19
6,22.2,-11,-1,17
7,30.8,-11,-4.25,18
8,32.4,-11,-4.5,19
9,40,1,1.25,19
10,40,1,8,18
11,41.8,-11.2,-2.75,11
12,41.8,-11.2,3,8
13,43.6,-11,-4,16
14,46.2,-11,-3.5,19
15,46.2,-11,39.25,16
16,47.8,0.8,-10.5,18
17,47.8,0.8,-5,16
18,53.8,-11.2,-2.25,17
19,62.4,-11,12.25,11
20,68.2,4.2,-2.5,16
21,69,9.4,-11,14
22,70,-11,11.5,6
23,70.8,1.6,-0.25,16
24,72.6,0.6,-3.5,11
25,74.2,4.2,-2.5,14
26,78.4,0.8,-4.75,15
27,83.6,0.8,-4,13
28,85.4,-11,5.75,17
29,111,1,0,14
30,117.8,-11,37.75,5
31,125.6,-11,3.75,11
32,133.2,-11.2,2,12
33,138.4,-11,6,9
34,141.8,-11.2,6.5,10
35,144.4,-11.2,5.75,8
36,149.4,2,4.25,12
37,164.8,2,-0.25,8
38,182.8,-10.6,-14.5,10
39,1024,1,16.25,14
40,11.4,-11,-9.25,15
41,13.2,-11,-8.75,12
42,16,1,14.25,14
43,16.8,1,17.5,11
44,18,1,17.5,14
45,19,1,15.75,14
46,21.2,0.6,-49.5,6
47,24.6,-11,-4.75,14
48,30.4,-11,-3,14
49,36.4,-9.4,35.25,14
50,39.8,1,2.5,14
51,41.8,1,3.5,11
52,44.6,-11,-2.25,12
53,47.6,6.4,-14,11
54,48.2,0.8,-8.5,14
55,51.6,-11.2,0.5,12
56,68,4.2,-3.25,14
57,69.8,-11.2,1.75,13
58,71.2,1.6,1.25,14
59,73.8,0.6,-4.75,12
60,74,4.2,-2.5,6
61,85.8,-11.2,7,11
END,Total:62,,,
START,FrameNb:5023,,,
2020/08/09 14:15:34:141,,,,
1.60E+12,,,,
0,16.2,1,13.5,20
1,21.4,-11,-6.75,16
2,21.4,-11,0.5,15
3,24,-11,-6.75,21
4,24,-11,-1,18
5,28.2,-11,-4.75,16
6,28.2,-11,0.5,14
7,30.8,-11,-6.75,18
8,30.8,-11,2,17
9,40,1,9,20
10,40,1,1.5,19
11,45.2,-11,-4,21
12,47.8,0.8,-11.75,16
13,47.8,0.8,-4.25,16
14,47.6,6.4,-16,6
15,52.2,-11,-4,19
16,52.2,-11,3.75,18
17,62.4,-11,12.25,11
18,66.6,-11,10,17
19,68.2,4.2,-2.5,16
20,70,-11,11.5,6
21,70.8,1.6,-0.25,16
22,72.6,0.6,-3.5,11
23,72.6,-11,8.75,8
24,74.2,4.2,-2.5,14
25,75.2,-11,9.75,9
26,78.4,0.8,-4.75,15
27,83.6,0.8,-4,13
28,85.4,-11,5.75,17
29,101.6,-11.2,2.5,10
30,108.4,-11,-0.25,9
31,111,1,0,14
32,117.8,-11,37.75,5
33,125.6,-11,3.75,11
34,133.2,-11,2,12
35,135.8,-11,5.75,9
36,138.4,-11,6,9
37,141.8,-11,6.5,10
38,144.4,-11,5.75,8
39,149.4,2.2,4.25,12
40,182.8,-10.6,-14.5,10
41,1024,-11,-8.75,12
42,11.6,-11,-9.25,15
43,16,1,14.25,15
44,17,1,17.25,13
45,18,1,18.5,14
46,19,1,15.5,14
47,24,-11,-4.5,14
48,31,-11,-3.5,13
49,40,1,1.75,15
50,41.8,1,3.75,11
51,44,-11,-2,12
52,48.2,1,-8.75,12
53,48,6.4,-14.25,12
54,51.2,-11.2,0,12
55,52,-11.2,0,13
56,55.2,-10.4,21.25,11
57,68,4.2,-3.75,13
58,68.8,4.2,1.75,10
59,69,-11.2,0.5,13
60,71.2,1.8,1.5,13
61,73,0.6,-4.5,14
62,74.2,4.2,-2,10
63,84.6,-11.2,6.25,11
END,Total:64,,,
START,FrameNb:5024,,,
2020/08/09 14:15:34:203,,,,
1.60E+12,,,,
0,12.8,-10.8,-11.5,19
1,12.8,-10.8,-2.75,17
2,16.2,1,13.5,20
3,21.4,-11,-6.75,16
4,21.4,-11,0.5,15
5,24,-11,-6.75,21
6,24,-11,-1,18
7,28.2,-11,-4.75,16
8,28.2,-11,0.5,14
9,30.8,-11,-6.75,18
10,30.8,-11,2,17
11,40,1,1.5,19
12,40,1,9,20
13,47.8,1,-11.75,16
14,47.8,1,-4.25,16
15,47.6,6.4,-16,6
16,52.2,-11,-4,19
17,52.2,-11,3.75,18
18,66.6,-11,11,14
19,68.2,4.2,-1.25,12
20,68.4,-11,0.25,13
21,71.6,1.6,0.25,7
22,72.6,0.8,-3.5,17
23,74.2,1.6,3,9
24,74.2,4.2,-2.5,12
25,76,0.8,12.25,10
26,77.8,-11,10,13
27,79.4,0.8,-4,12
28,82,0.8,-3.5,14
29,83.8,-11,6.5,13
30,87.2,-11,6.5,12
31,100,-11.2,0.75,12
32,108.4,-11,0.75,10
33,111,1.2,1.25,16
34,117,-11,0.75,13
35,123.8,-11,3.75,12
36,137.6,-11,3.75,13
37,141,-11,7,8
38,146,-11,4.25,9
39,149.4,2.2,4.75,18
40,181,-10.6,-14,13
41,201.6,-11,-2.5,13
42,1024,-11,-9.25,15
43,11.6,-10.8,-10.75,14
44,16,1,14.75,14
45,17.2,1,16.25,14
46,18,1,17.25,14
47,19,1,15.75,13
48,23.4,-11,-4.25,14
49,29.2,-11,-3.75,13
50,40.2,1,3.25,14
51,41.4,1,2.5,11
52,48.2,1,-8.25,10
53,48.2,6.4,-14.75,8
54,50.6,-11.2,-0.75,14
55,51.6,-11.2,-0.5,14
56,68.4,-11.2,0,12
57,69.6,4.2,-2.75,11
58,71.4,1.8,2.75,13
59,72.4,0.8,-4.25,14
60,73.8,0.8,-5.75,12
61,74.6,4.2,-1.5,9
62,80,0.6,-4,10
63,82.4,0.6,-3.5,10
END,Total:64,,,
START,FrameNb:5025,,,
2020/08/09 14:15:34:258,,,,
1.60E+12,,,,
0,9.4,-10.8,-11.5,18
1,16.2,1,13,21
2,17.2,-11,-8,0
3,17.2,-11,0,0
4,18.8,-11,-8.5,10
5,18.8,-11,-4.25,8
6,23,-11,-8,19
7,23,-11,0,18
8,25.6,-11,-4.25,20
9,29,-11,-6.75,17
10,40,1,0.25,20
11,48.6,1,-11.5,16
12,48.6,1,-3.5,15
13,48.6,6.4,-14.25,8
14,66.6,-11,11,14
15,68.2,4.2,-1.25,12
16,68.4,-11,0.25,13
17,70.8,9.4,-10,5
18,71.6,1.6,0.25,7
19,72.6,0.8,-3.5,17
20,74.2,4.2,-2.5,12
21,76,0.8,12.25,10
22,77.8,-11,10,13
23,79.4,0.8,-4,12
24,79.4,-11,9.25,11
25,82,0.8,-3.5,14
26,83.6,0.8,-3.5,12
27,83.8,-11,6.5,13
28,87.2,-11,6.5,12
29,93.2,-11,-0.25,9
30,100,-11,0.75,12
31,108.4,-11,0.75,10
32,111,1.2,1.25,16
33,117,-11,0.75,13
34,123.8,-11,3.75,12
35,137.6,-11,3.75,13
36,141,-11,7,8
37,149.4,2.2,4.75,18
38,156.4,-10.8,-10,8
39,201.6,-11,-2.5,13
40,1024,-10.6,-14,13
41,11.6,-10.8,-9.75,14
42,13.4,-11,-7,14
43,16.2,1,14.75,15
44,17.4,1,16.5,14
45,18,1,16.5,14
46,19,-11,-6.5,14
47,19,1,16,15
48,22.8,-11,-5,14
49,27.4,-11,-3.75,14
50,29.6,-11,-3.25,14
51,40,1,3.25,13
52,41,1,1.75,12
53,48.2,1,-8.75,12
54,48.6,6.4,-13.75,12
55,50,-11.2,0,13
56,63.4,-10.6,19.75,12
57,67.8,-11.2,0.25,14
58,70,4.2,-3.5,14
59,71,9.2,-10.75,7
60,71.4,1.8,2.75,13
61,72.6,0.8,-4.25,14
62,73.8,0.8,-5,13
63,74.2,4.2,-1.25,11
64,75.2,4.2,-2.25,11
65,81.4,0.6,-3.25,12
66,82.4,0.6,-4,11
END,Total:67,,,
START,FrameNb:5026,,,
2020/08/09 14:15:34:317,,,,
1.60E+12,,,,
0,9.4,-10.8,-11.5,18
1,16.2,1,13,21
2,17.2,-11,-8,0
3,17.2,-11,0,0
4,23,-11,-8,19
5,23,-11,0,18
6,25.6,-11,-4.25,20
7,29,-10.8,-6.75,17
8,35,-11,-4.5,19
9,35,-11,1,17
10,40,1.2,0.25,20
11,43.6,-11,-4.5,19
12,43.6,-11,4,16
13,48.6,1,-11.5,16
14,48.6,1,-3.5,15
15,66.6,-11,4.75,18
16,69,4.2,-5.25,14
17,71.6,9.4,-12,7
18,71.8,-11,8.25,4
19,72.6,0.8,-5.75,14
20,72.6,1.8,3.5,11
21,74.4,-11,11,12
22,75,4.2,-5.25,8
23,76,0.8,12.25,12
24,82,0.8,-3,12
25,82.8,-11,6,16
26,98.2,-11,1.75,7
27,106.8,-11,0.75,12
28,111,1.2,2,15
29,119.6,-11,6,11
30,121.4,-11,7,10
31,134.2,-11,7.5,9
32,139.2,-11,6,10
33,150.2,2.2,5.25,17
34,199.8,-11,-3.5,14
35,1024,-11,3.75,13
36,11.6,-11,-8,14
37,13.4,-11,-7.25,14
38,16.2,1,14.5,15
39,18,-11,-5.75,4
40,17.4,1,16.75,13
41,18,1,17,14
42,19.2,1,15.75,14
43,22.2,-11,-5.75,14
44,28,-11,-3,14
45,34.2,-11,-2.5,14
46,40.2,1,1.5,15
47,41,1,1.5,10
48,43.2,-11,-1.75,14
49,45,-10.6,19.75,13
50,48.4,1,-9.25,10
51,49.2,-11.2,0,14
52,68.8,4.2,-3.75,14
53,71.4,1.8,1.75,12
54,73,4.2,-0.5,5
55,71.6,9.4,-11.75,10
56,72.6,0.8,-4.75,14
57,75,4.2,-1.75,11
58,74.4,0.8,-4,11
END,Total:59,,,
START,FrameNb:5027,,,
2020/08/09 14:15:34:370,,,,
1.60E+12,,,,
0,15.4,-11,-7.75,6
1,15.4,-11,0.5,4
2,16.2,1,13,21
3,33.4,-11,-5.75,19
4,33.4,-11,1.5,18
5,40,1.2,-0.5,19
6,40,1.2,3.75,16
7,40.2,-11,-6.75,4
8,40.2,-11,1,3
9,48.6,1,-10.75,7
10,48.6,1,-3,5
11,49.6,-11,-1.75,19
12,66.6,-11,4.75,18
13,69,4.2,-5.25,14
14,71.6,9.4,-12,7
15,71.8,-11,8.25,4
16,72.6,0.8,-5.75,14
17,72.6,1.8,3.5,11
18,74.4,-11,11,12
19,75,4.2,-5.25,8
20,76,1.8,2.5,6
21,82,0.8,-3,12
22,82.8,-11,6,16
23,106.8,-11,0.75,12
24,111,1.2,2,15
25,128.2,-11,6,8
26,134.2,-11,7.5,9
27,139.2,-11,6,10
28,144.4,-11,6,7
29,150.2,2.2,5.25,17
30,199.8,-11,-3.5,14
31,1024,-11,7.5,9
32,11.6,-11,-8.25,13
33,12.6,-11,-8.25,14
34,13.6,-11,-7.5,12
35,16.2,1,14.5,15
36,17.4,1,17.25,14
37,17.4,-11,-4.75,5
38,18.2,1,17,14
39,19.2,1,15.5,14
40,21.6,-11,-5.75,15
41,33.4,-11,-2.75,13
42,40.4,1.2,0.25,14
43,41,1.2,0.25,14
44,42.6,-11,-1.25,14
45,44.4,-10.6,20.25,13
46,48.4,1,-9,10
47,49.2,-11,-1.75,11
48,64.4,-11,10,12
49,65.4,-11,9.75,13
50,68.8,4.2,-2.25,14
51,70.8,4.2,0.5,14
52,71.6,1.8,1.75,13
53,70.6,4.2,-3.75,8
54,72,9.6,-12,10
55,72.6,0.8,-4.75,14
56,74.4,0.8,-5.25,13
57,74.8,4.2,-1,14
END,Total:58,,,
START,FrameNb:5028,,,
2020/08/09 14:15:34:432,,,,
1.60E+12,,,,
0,15.4,-11,-7.75,6
1,15.4,-11,0.5,4
2,16.2,1,13,21
3,33.4,-11,-5.75,19
4,33.4,-11,1.5,18
5,40,1.2,-0.5,19
6,40,1.2,3.75,16
7,40.2,-11,-6.75,4
8,40.2,-11,1,3
9,48.6,1,-10.75,7
10,48.6,1,-3,5
11,49.6,-11,-1.75,19
12,64,-11,8.75,17
13,69,4.2,-5.25,16
14,69.2,-11,10.5,5
15,71.6,1.8,1.25,5
16,72.6,0.8,-4.25,18
17,72.4,9.4,-10.5,0
18,73.4,1.8,-0.25,1
19,74.4,-11,11,0
20,75,4.2,-1.75,16
21,76.8,-11,8.25,13
22,79.4,0.8,-4,14
23,80.4,-11,6.5,13
24,105,-11,1.75,9
25,111.8,1.2,0,14
26,114.4,-11,3.5,12
27,126.4,-11,6.5,11
28,135,-11,6.5,11
29,137.6,-11,6.5,10
30,142.6,-11,5.75,8
31,150.2,2.2,4.75,16
32,199,-11,-5.75,15
33,1024,-11,-8.25,14
34,12.2,-11,-8,11
35,13.4,-11,-8,12
36,16.4,1,14.5,14
37,17.4,1,17.25,14
38,18.2,1,17.25,14
39,19.2,1,15.75,14
40,21,-11,-6,15
41,32.8,-11,-3,12
42,32.6,-9,38.5,11
43,40.4,1.4,1.25,14
44,42,-11,-1.75,13
45,41.6,1.4,1.75,8
46,43.8,-10.6,20,12
47,48.6,-11,-2.5,13
48,48.4,1,-9,11
49,49.6,6.6,-14,9
50,63.4,-11,10,12
51,64.6,-11,8.75,13
52,65.8,-11,-0.75,12
53,69.4,4.2,-3.25,12
54,71.2,4.2,-3.75,11
55,71.8,1.8,2.25,12
56,71,4.2,-0.25,13
57,72.6,0.8,-4,13
58,72.8,-11,1.75,0
59,74,0.8,-6,14
60,75.2,4.2,-1.25,14
END,Total:61,,,
START,FrameNb:5029,,,
2020/08/09 14:15:34:490,,,,
